Supplier_ID,Supplier_Name,Country,Region,Product_Category,Manufacturing_Type,Supply_Volume,Defect_Rate,Lead_Time_Days,Cost_per_Unit,Risk_Score,Sustainability_Score,Quarter,Year
S04415,Delta Electronics,Taiwan,APAC,MacBook,Semiconductor,7834,3.58,37,213.09,19,63,Q1,2023
S04416,Luxshare,India,APAC,Apple Watch,Assembly,24874,1.67,45,449.01,11,96,Q3,2023
S04417,Murata,USA,North America,Accessories,Semiconductor,33389,3.04,39,474.37,93,72,Q1,2025
S04418,Sony,China,APAC,AirPods,Camera,9653,4.33,35,270.1,62,77,Q1,2025
S04419,Wistron,Japan,APAC,Accessories,Display,18640,0.21,45,124.38,40,88,Q4,2024
S04420,Luxshare,Malaysia,APAC,iPhone,Logistics,22653,0.65,6,286.74,19,90,Q3,2024
S04421,Samsung Display,Vietnam,APAC,iPhone,Camera,5993,3.59,23,307.13,22,63,Q3,2026
S04422,Intel,Malaysia,APAC,iPhone,Assembly,44123,1.09,49,499.75,86,95,Q2,2023
S04423,Jabil,Taiwan,APAC,AirPods,Assembly,12263,0.4,54,157.32,40,88,Q3,2026
S04424,TSMC,Vietnam,APAC,MacBook,Battery,1872,2.63,8,329.23,71,53,Q2,2026
S04425,TSMC,Japan,APAC,iPhone,Display,40673,4.97,21,374.6,26,80,Q3,2026
S04426,Luxshare,Taiwan,APAC,iPhone,Camera,5808,4.87,52,337.79,21,65,Q2,2026
S04427,BOE,Taiwan,APAC,AirPods,Battery,10138,0.47,51,388.79,82,63,Q1,2025
S04428,Corning,Taiwan,APAC,Accessories,Semiconductor,38303,1.76,44,323.44,65,60,Q3,2025
S04429,Delta Electronics,USA,North America,iPhone,Battery,13413,3.34,36,44.34,56,54,Q3,2023
S04430,Samsung Display,Taiwan,APAC,MacBook,Semiconductor,17770,2.52,27,109.74,100,78,Q3,2024
S04431,Corning,China,APAC,MacBook,Assembly,10530,1.5,50,258.53,71,72,Q2,2025
S04432,BOE,USA,North America,iPad,Display,8749,0.51,44,108.33,29,65,Q2,2023
S04433,TSMC,South Korea,APAC,iPad,Assembly,19262,1.91,59,356.38,42,83,Q1,2025
S04434,Intel,USA,North America,iPhone,Logistics,36587,0.44,32,319.53,35,96,Q3,2026
S04435,Broadcom,South Korea,APAC,iPad,Camera,30842,4.74,17,20.94,35,72,Q4,2026
S04436,Corning,Vietnam,APAC,iPhone,Semiconductor,40025,2.53,45,316.92,66,75,Q2,2024
S04437,Texas Instruments,Malaysia,APAC,iPad,Display,35941,3.86,40,329.51,82,56,Q1,2026
S04438,TSMC,South Korea,APAC,iPhone,Battery,14594,1.57,12,254.66,88,79,Q4,2026
S04439,Foxconn,China,APAC,MacBook,Semiconductor,22085,0.67,56,172.18,35,88,Q1,2026
S04440,LG Innotek,India,APAC,iPhone,Logistics,38639,1.85,24,210.67,26,73,Q1,2025
S04441,Broadcom,Vietnam,APAC,iPhone,Camera,40054,2.02,33,268.86,49,57,Q2,2024
S04442,Texas Instruments,Taiwan,APAC,iPhone,Camera,5024,1.62,35,103.86,10,82,Q1,2026
S04443,Wistron,Malaysia,APAC,Accessories,Assembly,19904,0.47,8,97.23,87,88,Q3,2023
S04444,Jabil,Vietnam,APAC,Accessories,Assembly,36012,4.04,21,426.36,12,84,Q2,2023
S04445,Luxshare,Malaysia,APAC,Apple Watch,Assembly,41431,3.21,59,121.98,33,68,Q1,2024
S04446,NXP,South Korea,APAC,iPhone,Camera,22985,3.23,20,37.39,85,68,Q3,2024
S04447,Qualcomm,Malaysia,APAC,AirPods,Display,45461,4.32,48,103.22,11,71,Q2,2024
S04448,AAC Technologies,South Korea,APAC,AirPods,Camera,32313,3.59,52,310.64,94,94,Q1,2024
S04449,Intel,Malaysia,APAC,AirPods,Assembly,27606,2.03,25,143.4,2,62,Q2,2024
S04450,Goertek,China,APAC,AirPods,Semiconductor,17833,2.37,49,424.9,23,71,Q2,2023
S04451,Murata,Taiwan,APAC,AirPods,Semiconductor,23254,2.21,35,83.3,18,60,Q2,2023
S04452,Sony,China,APAC,MacBook,Logistics,47721,0.21,35,453.72,48,51,Q2,2024
S04453,Pegatron,USA,North America,AirPods,Semiconductor,8035,2.14,24,486.44,2,81,Q4,2023
S04454,Luxshare,Malaysia,APAC,iPad,Battery,23105,1.62,46,119.23,85,94,Q2,2023
S04455,Qualcomm,Japan,APAC,Apple Watch,Battery,12718,3.08,51,335.98,24,56,Q3,2026
S04456,Sony,Malaysia,APAC,AirPods,Semiconductor,27490,4.3,54,128.56,27,63,Q4,2023
S04457,Luxshare,Taiwan,APAC,iPhone,Logistics,36386,2.69,55,248.88,3,56,Q4,2023
S04458,AAC Technologies,South Korea,APAC,Apple Watch,Semiconductor,12391,2.73,29,393.67,83,68,Q1,2026
S04459,Delta Electronics,India,APAC,MacBook,Battery,18942,3.06,25,33.2,7,91,Q1,2026
S04460,Wistron,Malaysia,APAC,AirPods,Semiconductor,1683,3.91,31,379.76,23,87,Q2,2025
S04461,Goertek,Vietnam,APAC,Accessories,Display,9505,3.11,57,127.52,67,51,Q3,2024
S04462,Broadcom,USA,North America,MacBook,Camera,6909,4.1,44,205.62,24,61,Q2,2024
S04463,Corning,Taiwan,APAC,Apple Watch,Display,30136,0.44,23,98.29,96,80,Q4,2024
S04464,Luxshare,China,APAC,Apple Watch,Display,46462,4.31,34,148.0,90,60,Q1,2026
S04465,NXP,USA,North America,Accessories,Assembly,11515,4.4,49,464.43,76,74,Q4,2026
S04466,LG Innotek,Japan,APAC,Apple Watch,Battery,2783,3.99,26,338.22,66,81,Q4,2023
S04467,Broadcom,South Korea,APAC,MacBook,Semiconductor,16316,1.29,12,270.0,38,70,Q1,2024
S04468,Goertek,Japan,APAC,Accessories,Display,3936,4.19,32,118.53,100,74,Q2,2026
S04469,Jabil,South Korea,APAC,Accessories,Battery,36187,3.2,41,44.44,51,61,Q1,2024
S04470,Samsung Display,China,APAC,iPhone,Battery,48204,2.59,22,434.22,9,60,Q4,2024
S04471,Goertek,Vietnam,APAC,AirPods,Assembly,5190,3.18,6,297.61,51,91,Q1,2023
S04472,AAC Technologies,Malaysia,APAC,iPad,Semiconductor,11564,1.71,40,385.45,56,62,Q3,2024
S04473,Texas Instruments,India,APAC,iPad,Logistics,40395,1.44,57,63.49,85,84,Q1,2026
S04474,BOE,USA,North America,AirPods,Battery,22198,2.42,33,453.41,49,67,Q4,2026
S04475,Corning,China,APAC,Accessories,Display,43674,3.83,31,432.68,91,74,Q2,2026
S04476,BOE,Vietnam,APAC,AirPods,Battery,26236,2.16,57,420.22,85,72,Q2,2026
S04477,Pegatron,Taiwan,APAC,iPad,Logistics,42866,2.64,24,119.8,89,86,Q2,2026
S04478,NXP,Taiwan,APAC,Accessories,Logistics,42813,3.57,28,158.57,95,92,Q2,2026
S04479,Delta Electronics,Malaysia,APAC,iPad,Battery,15783,2.65,34,330.88,72,93,Q2,2026
S04480,Sony,South Korea,APAC,iPhone,Display,35077,3.14,51,190.69,92,88,Q1,2026
S04481,Foxconn,USA,North America,Accessories,Display,27768,4.18,54,172.18,92,52,Q3,2023
S04482,Wistron,Vietnam,APAC,iPad,Display,38490,1.85,26,393.02,95,80,Q2,2026
S04483,BOE,Malaysia,APAC,iPhone,Display,38120,4.93,27,213.91,80,87,Q1,2023
S04484,Goertek,China,APAC,Accessories,Camera,26618,1.04,36,184.5,49,86,Q2,2023
S04485,Intel,India,APAC,AirPods,Logistics,30470,1.17,59,369.69,2,94,Q2,2024
S04486,Jabil,Malaysia,APAC,AirPods,Semiconductor,34375,4.03,5,176.87,3,76,Q4,2025
S04487,NXP,USA,North America,AirPods,Semiconductor,12051,2.8,13,110.32,56,75,Q2,2024
S04488,Jabil,Vietnam,APAC,iPad,Assembly,35789,0.82,35,437.94,87,99,Q1,2026
S04489,AAC Technologies,Japan,APAC,Accessories,Logistics,17110,0.65,22,12.02,64,55,Q4,2025
S04490,Samsung Display,USA,North America,MacBook,Semiconductor,45560,3.05,12,139.37,73,86,Q1,2023
S04491,BOE,Japan,APAC,iPad,Logistics,30622,4.15,10,206.62,68,71,Q1,2025
S04492,NXP,Vietnam,APAC,iPad,Display,38722,4.71,13,494.95,43,88,Q1,2026
S04493,Intel,China,APAC,AirPods,Display,7713,4.69,42,173.38,99,55,Q4,2024
S04494,Goertek,Japan,APAC,Accessories,Camera,18984,1.43,57,175.89,23,81,Q1,2025
S04495,Murata,Japan,APAC,Accessories,Assembly,47492,2.95,40,40.27,82,80,Q3,2026
S04496,NXP,Vietnam,APAC,MacBook,Battery,22637,2.87,48,186.35,52,91,Q3,2026
S04497,Jabil,Taiwan,APAC,Apple Watch,Battery,42982,1.23,50,328.4,11,98,Q2,2025
S04498,Pegatron,USA,North America,MacBook,Camera,11228,2.93,55,21.18,8,63,Q1,2024
S04499,Jabil,USA,North America,iPad,Camera,30907,1.22,32,223.71,64,96,Q3,2023
S04500,Texas Instruments,USA,North America,iPhone,Battery,5555,1.2,23,315.3,93,54,Q4,2024
S04501,Goertek,USA,North America,iPad,Display,11233,4.73,12,393.97,94,59,Q2,2024
S04502,Jabil,South Korea,APAC,Apple Watch,Logistics,35515,4.6,20,187.1,42,52,Q3,2026
S04503,Delta Electronics,Vietnam,APAC,Accessories,Assembly,17278,1.2,32,129.94,100,53,Q3,2025
S04504,Intel,Taiwan,APAC,iPhone,Display,5069,3.16,15,76.98,40,95,Q4,2026
S04505,Samsung Display,India,APAC,Accessories,Battery,23006,2.18,22,208.94,82,93,Q4,2025
S04506,AAC Technologies,South Korea,APAC,iPhone,Battery,8913,3.87,31,272.65,33,94,Q1,2026
S04507,Foxconn,Vietnam,APAC,Apple Watch,Assembly,3421,0.44,16,433.75,53,62,Q4,2024
S04508,NXP,Japan,APAC,Apple Watch,Camera,42849,1.73,7,308.53,84,53,Q3,2025
S04509,Texas Instruments,China,APAC,AirPods,Logistics,2259,1.61,55,36.04,19,89,Q4,2023
S04510,Murata,Japan,APAC,Accessories,Assembly,22319,1.48,47,401.86,24,50,Q3,2025
S04511,Broadcom,India,APAC,MacBook,Battery,29160,0.55,50,443.44,18,65,Q4,2025
S04512,Qualcomm,South Korea,APAC,MacBook,Display,17400,4.31,8,28.06,2,80,Q1,2023
S04513,Wistron,USA,North America,iPhone,Battery,4977,3.93,55,276.43,14,91,Q4,2026
S04514,LG Innotek,South Korea,APAC,Accessories,Battery,8791,3.32,44,72.91,93,69,Q4,2023
S04515,Goertek,Malaysia,APAC,iPhone,Assembly,2471,0.68,41,29.26,90,86,Q3,2026
S04516,Texas Instruments,Vietnam,APAC,MacBook,Display,8856,0.2,26,66.78,28,73,Q1,2026
S04517,LG Innotek,China,APAC,AirPods,Logistics,6379,2.25,50,294.54,11,84,Q3,2025
S04518,Wistron,South Korea,APAC,Accessories,Assembly,32113,3.98,12,424.17,34,96,Q4,2024
S04519,AAC Technologies,USA,North America,Apple Watch,Camera,8199,1.97,58,165.82,60,63,Q2,2025
S04520,Qualcomm,Taiwan,APAC,iPad,Assembly,34355,4.42,52,486.71,44,51,Q3,2025
S04521,AAC Technologies,India,APAC,iPhone,Battery,27902,0.44,50,364.14,54,56,Q3,2023
S04522,Murata,China,APAC,iPad,Battery,35524,3.34,21,305.42,44,69,Q3,2025
S04523,Corning,Malaysia,APAC,iPad,Semiconductor,41777,4.76,37,41.61,83,82,Q4,2023
S04524,Delta Electronics,Malaysia,APAC,MacBook,Battery,19751,0.49,54,326.38,26,94,Q1,2025
S04525,Intel,Malaysia,APAC,iPhone,Assembly,35101,1.35,41,265.43,13,97,Q1,2023
S04526,Texas Instruments,South Korea,APAC,Apple Watch,Camera,37155,3.3,20,377.17,2,80,Q1,2026
S04527,Qualcomm,Malaysia,APAC,Apple Watch,Battery,9507,3.49,55,253.42,11,63,Q1,2024
S04528,BOE,China,APAC,Apple Watch,Camera,46102,2.69,11,411.28,31,73,Q4,2026
S04529,Luxshare,India,APAC,Apple Watch,Display,21534,4.93,34,151.44,14,78,Q4,2024
S04530,Wistron,Malaysia,APAC,Apple Watch,Semiconductor,2946,2.95,54,357.88,34,70,Q4,2023
S04531,Sony,South Korea,APAC,MacBook,Display,45837,2.0,19,173.37,50,86,Q1,2026
S04532,LG Innotek,India,APAC,Apple Watch,Display,23474,1.52,23,482.72,81,89,Q1,2024
S04533,Murata,South Korea,APAC,Apple Watch,Assembly,44318,2.94,47,27.86,15,57,Q4,2025
S04534,Qualcomm,Taiwan,APAC,iPhone,Battery,29253,2.85,46,334.19,12,51,Q1,2026
S04535,Foxconn,Taiwan,APAC,iPhone,Logistics,5444,1.31,56,207.9,84,63,Q2,2026
S04536,Foxconn,Taiwan,APAC,Apple Watch,Display,11472,3.6,51,32.31,52,59,Q2,2026
S04537,Sony,Vietnam,APAC,iPhone,Logistics,30035,2.92,48,176.43,59,81,Q1,2024
S04538,Delta Electronics,Malaysia,APAC,iPhone,Display,1339,2.85,52,89.2,67,61,Q4,2024
S04539,NXP,Japan,APAC,iPhone,Logistics,27044,3.09,40,235.27,22,90,Q4,2025
S04540,Qualcomm,Malaysia,APAC,iPad,Assembly,20806,3.62,49,78.25,35,99,Q4,2024
S04541,Foxconn,India,APAC,AirPods,Semiconductor,15344,1.2,36,383.57,91,59,Q2,2024
S04542,NXP,Taiwan,APAC,AirPods,Semiconductor,22016,1.93,37,246.82,9,56,Q3,2024
S04543,NXP,Malaysia,APAC,AirPods,Camera,4398,4.32,24,91.74,89,54,Q2,2025
S04544,Texas Instruments,China,APAC,AirPods,Camera,11607,0.98,31,459.53,15,97,Q2,2025
S04545,Delta Electronics,Japan,APAC,Accessories,Semiconductor,41963,4.35,53,164.64,80,75,Q2,2026
S04546,Qualcomm,Vietnam,APAC,MacBook,Battery,43120,3.4,19,353.82,51,87,Q2,2026
S04547,Intel,Malaysia,APAC,Accessories,Battery,21557,4.01,10,255.33,82,51,Q4,2025
S04548,Sony,Japan,APAC,iPad,Display,21575,2.05,5,291.13,100,86,Q1,2023
S04549,AAC Technologies,Japan,APAC,Accessories,Logistics,25761,2.24,27,410.82,28,59,Q4,2025
S04550,Sony,China,APAC,AirPods,Logistics,3904,1.11,30,200.81,77,66,Q4,2026
S04551,LG Innotek,China,APAC,iPad,Logistics,16783,1.96,39,475.08,9,64,Q3,2023
S04552,Luxshare,Malaysia,APAC,Apple Watch,Logistics,46612,0.59,23,423.81,99,99,Q3,2026
S04553,Broadcom,South Korea,APAC,Apple Watch,Assembly,4098,1.52,16,158.45,92,62,Q3,2026
S04554,Sony,Taiwan,APAC,iPhone,Assembly,47323,4.17,30,181.97,29,71,Q2,2023
S04555,Goertek,China,APAC,AirPods,Logistics,17471,1.05,42,49.94,39,64,Q1,2023
S04556,Delta Electronics,Vietnam,APAC,AirPods,Logistics,40678,0.15,55,265.66,46,78,Q4,2025
S04557,Wistron,China,APAC,Accessories,Camera,4832,1.12,13,235.27,37,63,Q4,2025
S04558,Wistron,Japan,APAC,Accessories,Semiconductor,12068,2.49,53,379.06,87,90,Q1,2025
S04559,Luxshare,South Korea,APAC,iPhone,Camera,48259,0.7,42,161.9,99,54,Q1,2024
S04560,Texas Instruments,Vietnam,APAC,iPad,Camera,31022,4.41,5,266.12,68,77,Q2,2024
S04561,Pegatron,Malaysia,APAC,Apple Watch,Logistics,4183,2.07,37,93.88,75,88,Q2,2025
S04562,TSMC,Taiwan,APAC,iPhone,Display,6599,0.84,30,140.8,27,91,Q2,2026
S04563,Delta Electronics,Japan,APAC,AirPods,Logistics,1964,0.29,29,290.74,4,61,Q3,2023
S04564,Corning,Japan,APAC,MacBook,Camera,45857,4.79,41,266.29,36,94,Q2,2024
S04565,Delta Electronics,Malaysia,APAC,AirPods,Assembly,36605,4.17,8,164.23,89,77,Q1,2026
S04566,Corning,USA,North America,Apple Watch,Assembly,42139,4.24,40,317.22,46,53,Q1,2024
S04567,Intel,South Korea,APAC,iPad,Semiconductor,13965,4.61,29,317.09,96,88,Q1,2026
S04568,Luxshare,Taiwan,APAC,iPhone,Battery,9000,3.98,9,454.07,62,95,Q3,2024
S04569,Samsung Display,India,APAC,iPhone,Logistics,47332,2.23,27,229.77,99,87,Q2,2025
S04570,BOE,Vietnam,APAC,iPad,Assembly,13008,2.19,49,135.14,54,56,Q4,2025
S04571,Qualcomm,India,APAC,AirPods,Camera,19628,4.77,12,374.44,7,68,Q2,2026
S04572,Qualcomm,South Korea,APAC,iPad,Display,46052,2.63,40,239.11,62,94,Q3,2024
S04573,Corning,Taiwan,APAC,iPhone,Camera,36011,1.53,46,112.64,67,71,Q3,2023
S04574,Foxconn,Japan,APAC,AirPods,Camera,23683,2.29,26,123.67,43,91,Q3,2025
S04575,Wistron,Vietnam,APAC,MacBook,Battery,29219,3.87,11,257.46,68,81,Q2,2024
S04576,BOE,USA,North America,iPad,Camera,10045,1.74,24,196.81,28,62,Q1,2025
S04577,Wistron,South Korea,APAC,Apple Watch,Semiconductor,26118,1.38,18,17.43,37,94,Q3,2024
S04578,Samsung Display,China,APAC,AirPods,Logistics,49215,3.31,55,325.58,23,74,Q1,2024
S04579,Goertek,Taiwan,APAC,Accessories,Camera,39829,1.01,14,424.71,77,81,Q2,2025
S04580,Sony,Vietnam,APAC,Accessories,Camera,1880,2.84,45,454.26,40,67,Q4,2024
S04581,Delta Electronics,Japan,APAC,iPhone,Assembly,32395,1.72,5,30.52,100,58,Q4,2026
S04582,Jabil,USA,North America,Accessories,Semiconductor,35261,4.34,30,240.13,56,96,Q1,2025
S04583,BOE,South Korea,APAC,Accessories,Display,30825,1.25,35,412.56,12,52,Q1,2026
S04584,TSMC,USA,North America,MacBook,Logistics,49886,1.7,30,311.99,90,65,Q4,2024
S04585,Broadcom,China,APAC,iPhone,Camera,19356,4.97,53,14.18,15,90,Q4,2023
S04586,Intel,Japan,APAC,iPhone,Assembly,21899,4.48,19,209.02,18,95,Q1,2024
S04587,Goertek,India,APAC,Accessories,Assembly,20560,4.0,55,257.7,99,51,Q4,2026
S04588,Sony,USA,North America,Apple Watch,Assembly,47293,4.52,43,393.28,57,97,Q2,2024
S04589,AAC Technologies,India,APAC,MacBook,Assembly,3319,3.43,42,467.61,25,71,Q1,2023
S04590,Sony,Japan,APAC,Accessories,Camera,13446,3.05,38,193.43,70,64,Q3,2024
S04591,Delta Electronics,USA,North America,iPad,Camera,31545,4.09,28,97.36,36,98,Q3,2025
S04592,Delta Electronics,Taiwan,APAC,Apple Watch,Camera,36375,3.97,47,230.93,68,63,Q4,2024
S04593,Samsung Display,China,APAC,AirPods,Semiconductor,19973,1.93,12,78.01,4,59,Q3,2023
S04594,Pegatron,Taiwan,APAC,Accessories,Semiconductor,19807,2.39,52,148.04,92,64,Q3,2024
S04595,Foxconn,India,APAC,iPhone,Camera,19531,4.34,31,410.14,74,69,Q2,2025
S04596,Sony,USA,North America,Accessories,Display,33433,3.97,13,424.23,96,66,Q2,2023
S04597,Qualcomm,Vietnam,APAC,MacBook,Camera,11087,4.95,41,171.42,49,59,Q4,2023
S04598,Wistron,USA,North America,iPad,Battery,24294,1.68,25,382.62,73,83,Q2,2026
S04599,Delta Electronics,USA,North America,iPad,Camera,30105,1.09,25,155.43,6,99,Q1,2024
S04600,Luxshare,Malaysia,APAC,Accessories,Logistics,24916,4.71,16,76.42,2,65,Q4,2024
S04601,AAC Technologies,Taiwan,APAC,Accessories,Display,5607,1.2,51,336.59,52,96,Q1,2025
S04602,Jabil,India,APAC,iPhone,Assembly,7242,4.85,49,499.0,84,56,Q1,2023
S04603,Murata,Vietnam,APAC,Apple Watch,Camera,40480,2.21,32,347.41,56,93,Q3,2026
S04604,Qualcomm,Taiwan,APAC,MacBook,Logistics,47803,3.27,38,95.9,29,64,Q3,2024
S04605,Foxconn,South Korea,APAC,AirPods,Camera,27366,4.49,42,396.3,49,64,Q3,2026
S04606,Foxconn,Japan,APAC,Apple Watch,Display,40844,2.86,59,219.5,98,68,Q4,2025
S04607,Murata,South Korea,APAC,MacBook,Camera,25570,3.72,8,158.98,32,94,Q4,2026
S04608,BOE,India,APAC,iPad,Assembly,49651,1.64,20,220.77,63,50,Q3,2024
S04609,TSMC,China,APAC,MacBook,Logistics,22875,1.9,36,461.88,73,95,Q2,2023
S04610,BOE,Japan,APAC,iPhone,Semiconductor,18365,4.18,34,44.56,60,85,Q3,2023
S04611,LG Innotek,Vietnam,APAC,AirPods,Camera,15406,1.3,18,32.0,26,76,Q4,2026
S04612,Intel,Malaysia,APAC,Apple Watch,Semiconductor,1876,2.79,11,82.27,89,80,Q1,2026
S04613,LG Innotek,China,APAC,Accessories,Display,34128,4.68,29,312.89,71,61,Q4,2024
S04614,Broadcom,South Korea,APAC,AirPods,Logistics,17450,0.99,23,496.44,55,94,Q2,2023
S04615,Jabil,South Korea,APAC,iPhone,Assembly,12707,0.27,53,311.18,8,98,Q1,2026
S04616,Intel,China,APAC,MacBook,Display,15141,2.83,22,198.61,84,81,Q3,2023
S04617,BOE,South Korea,APAC,Accessories,Semiconductor,42453,1.26,8,15.94,84,83,Q1,2025
S04618,Foxconn,India,APAC,MacBook,Assembly,24651,2.09,19,157.83,86,89,Q2,2023
S04619,Samsung Display,USA,North America,iPad,Camera,11076,4.58,18,320.58,66,74,Q1,2024
S04620,AAC Technologies,India,APAC,AirPods,Semiconductor,20509,4.2,20,186.15,49,84,Q2,2024
S04621,TSMC,Malaysia,APAC,Apple Watch,Assembly,12414,4.92,39,286.55,69,52,Q3,2024
S04622,Samsung Display,India,APAC,iPhone,Camera,2797,3.7,6,496.57,38,54,Q2,2024
S04623,Murata,Vietnam,APAC,iPad,Assembly,26280,4.09,56,399.5,33,76,Q3,2023
S04624,AAC Technologies,USA,North America,MacBook,Battery,40819,3.32,5,472.92,33,71,Q1,2025
S04625,Sony,Taiwan,APAC,Apple Watch,Assembly,18355,1.48,25,83.43,26,96,Q1,2023
S04626,LG Innotek,South Korea,APAC,iPhone,Logistics,21096,4.64,30,455.69,7,61,Q3,2023
S04627,TSMC,China,APAC,iPad,Camera,41274,3.49,8,486.44,96,95,Q2,2026
S04628,Goertek,China,APAC,Accessories,Semiconductor,34563,0.79,44,450.98,42,54,Q4,2025
S04629,BOE,Japan,APAC,Accessories,Camera,22604,0.42,59,79.13,9,78,Q1,2024
S04630,Delta Electronics,USA,North America,iPad,Logistics,21389,1.72,56,278.24,34,86,Q3,2024
S04631,Qualcomm,India,APAC,Apple Watch,Camera,47000,3.05,22,26.71,98,77,Q4,2024
S04632,AAC Technologies,Malaysia,APAC,iPhone,Battery,14923,1.91,41,83.97,17,60,Q4,2024
S04633,Wistron,Taiwan,APAC,iPhone,Battery,34823,2.33,8,193.93,10,72,Q3,2026
S04634,Jabil,Vietnam,APAC,iPad,Battery,8575,3.97,9,103.88,64,68,Q3,2026
S04635,BOE,USA,North America,MacBook,Assembly,25932,0.9,11,31.11,27,67,Q2,2025
S04636,Broadcom,India,APAC,iPad,Semiconductor,27199,3.84,20,45.25,17,55,Q4,2026
S04637,Pegatron,USA,North America,Apple Watch,Battery,26104,1.59,44,463.71,6,97,Q2,2024
S04638,Sony,Vietnam,APAC,Apple Watch,Battery,33869,2.67,39,447.99,57,78,Q2,2026
S04639,LG Innotek,Malaysia,APAC,AirPods,Semiconductor,39277,2.98,47,72.98,5,64,Q3,2025
S04640,Murata,Japan,APAC,iPad,Logistics,36641,4.91,11,17.25,15,77,Q1,2026
S04641,Wistron,Japan,APAC,iPad,Assembly,4959,0.65,11,383.96,95,81,Q3,2023
S04642,NXP,Taiwan,APAC,MacBook,Logistics,44945,0.1,51,499.95,38,91,Q1,2024
S04643,Murata,Taiwan,APAC,AirPods,Semiconductor,49710,4.37,29,21.46,27,90,Q4,2023
S04644,Pegatron,Japan,APAC,Apple Watch,Display,49302,0.7,43,238.56,66,57,Q3,2026
S04645,Wistron,South Korea,APAC,Apple Watch,Semiconductor,38675,2.23,24,424.65,23,97,Q4,2026
S04646,Wistron,Malaysia,APAC,iPhone,Camera,25039,0.52,17,356.12,64,74,Q1,2023
S04647,Foxconn,Taiwan,APAC,iPhone,Semiconductor,13156,2.08,52,182.39,40,60,Q4,2023
S04648,Texas Instruments,Japan,APAC,iPad,Semiconductor,35372,0.75,20,443.76,85,97,Q3,2024
S04649,Texas Instruments,India,APAC,iPad,Camera,25003,3.9,57,130.25,45,66,Q1,2026
S04650,Goertek,India,APAC,iPad,Camera,47760,1.26,10,457.42,24,58,Q4,2024
S04651,Intel,Japan,APAC,AirPods,Semiconductor,25440,1.72,39,89.98,17,56,Q2,2025
S04652,Delta Electronics,Malaysia,APAC,Accessories,Camera,30067,2.38,57,44.12,50,99,Q3,2025
S04653,NXP,USA,North America,iPhone,Logistics,43519,1.08,15,456.67,59,76,Q4,2025
S04654,Luxshare,Vietnam,APAC,iPad,Logistics,39891,0.38,6,322.56,20,70,Q1,2023
S04655,Murata,USA,North America,iPhone,Assembly,33574,4.5,6,296.08,42,77,Q4,2023
S04656,Corning,USA,North America,MacBook,Semiconductor,37508,2.31,32,265.6,90,54,Q2,2024
S04657,Murata,Malaysia,APAC,Accessories,Display,14582,3.66,36,324.89,37,64,Q4,2026
S04658,Jabil,Malaysia,APAC,Apple Watch,Battery,44944,2.95,57,217.22,27,70,Q4,2024
S04659,Qualcomm,USA,North America,iPad,Assembly,7203,0.77,11,211.47,31,66,Q3,2026
S04660,Broadcom,China,APAC,MacBook,Display,46822,1.62,23,248.27,27,62,Q2,2023
S04661,Samsung Display,South Korea,APAC,MacBook,Semiconductor,22459,0.96,47,474.71,70,84,Q2,2025
S04662,Qualcomm,South Korea,APAC,iPad,Battery,46248,1.75,58,353.87,93,64,Q1,2024
S04663,Foxconn,South Korea,APAC,iPhone,Logistics,1202,2.07,8,90.53,6,67,Q2,2023
S04664,Jabil,China,APAC,Accessories,Battery,4984,1.03,34,346.57,9,89,Q2,2023
S04665,Broadcom,Japan,APAC,iPad,Assembly,15635,0.35,31,142.84,71,97,Q4,2026
S04666,TSMC,India,APAC,iPad,Display,33070,0.27,48,119.65,100,68,Q3,2023
S04667,Luxshare,Malaysia,APAC,AirPods,Semiconductor,33577,0.18,21,498.44,54,50,Q2,2023
S04668,Wistron,Vietnam,APAC,iPhone,Camera,6737,2.97,19,374.06,15,72,Q4,2023
S04669,Murata,Taiwan,APAC,AirPods,Assembly,33764,0.8,40,115.67,66,51,Q3,2023
S04670,Luxshare,Malaysia,APAC,Accessories,Display,24184,4.73,38,84.79,64,93,Q3,2025
S04671,Sony,Japan,APAC,iPhone,Camera,18564,4.95,20,157.79,2,89,Q1,2024
S04672,Broadcom,India,APAC,Accessories,Semiconductor,12324,4.44,56,85.49,31,75,Q3,2026
S04673,Foxconn,Taiwan,APAC,Accessories,Assembly,11872,1.52,38,454.6,11,57,Q2,2025
S04674,Texas Instruments,China,APAC,AirPods,Semiconductor,15859,0.16,38,432.39,72,96,Q3,2026
S04675,BOE,Taiwan,APAC,iPad,Battery,31975,1.87,45,374.06,21,77,Q1,2026
S04676,Luxshare,Malaysia,APAC,Apple Watch,Logistics,3242,1.03,19,78.12,43,56,Q2,2025
S04677,NXP,Taiwan,APAC,iPhone,Semiconductor,3842,0.21,47,68.32,85,83,Q3,2024
S04678,BOE,Malaysia,APAC,MacBook,Logistics,32116,1.14,45,30.35,1,72,Q4,2023
S04679,Sony,Japan,APAC,iPad,Semiconductor,21856,0.95,36,57.8,26,63,Q1,2025
S04680,Corning,Vietnam,APAC,iPad,Logistics,25791,3.56,8,467.39,14,76,Q2,2025
S04681,Samsung Display,South Korea,APAC,iPhone,Display,45072,1.13,34,453.74,23,67,Q1,2024
S04682,AAC Technologies,India,APAC,Apple Watch,Logistics,2517,2.32,14,407.1,41,57,Q2,2025
